session_id,timestamp,traffic_source,campaign_id,device_type,landing_page_variant,geo_region,returning_visitor,session_duration_sec,scroll_depth_pct,num_clicks,sections_viewed,time_to_first_scroll_sec,form_started,form_field_interactions,converted,appointment_set
s_900026,2026-03-10 04:47:32,google,g_camp_0012,mobile,B,Northeast,0,82.8,66.7,2,2,2.64,1,3,0,
s_283675,2026-03-25 07:24:45,facebook,fb_camp_0002,desktop,A,Northeast,0,46.2,36.8,7,3,5.83,0,0,0,
s_753610,2026-03-12 15:23:44,facebook,fb_camp_0002,mobile,A,West,1,8.4,9.4,2,3,4.49,0,0,0,
s_653041,2026-02-27 20:13:34,facebook,fb_camp_0002,mobile,B,West,1,52.3,52.1,4,4,9.18,1,2,0,
s_737547,2026-03-27 11:49:19,google,g_camp_0011,mobile,B,Midwest,0,40.2,76.0,4,3,3.22,0,0,0,
s_535891,2026-03-06 01:57:16,facebook,fb_camp_0003,mobile,B,Midwest,0,12.6,23.3,0,2,6.66,0,0,0,
s_090179,2026-02-08 05:50:47,google,g_camp_0013,mobile,A,West,0,42.8,22.0,3,2,2.89,0,0,0,
s_910916,2026-03-26 02:35:55,facebook,fb_camp_0002,mobile,B,Midwest,1,15.2,16.6,4,2,3.28,0,0,0,
s_675972,2026-02-21 12:24:06,facebook,fb_camp_0003,desktop,B,South,0,23.1,39.9,5,2,8.25,0,0,0,
s_164560,2026-03-11 07:30:05,facebook,fb_camp_0003,mobile,B,West,0,16.5,19.6,2,0,10.58,0,0,0,
s_172853,2026-02-04 06:13:58,google,g_camp_0013,mobile,A,West,1,38.5,65.3,5,4,3.83,0,0,0,
s_255617,2026-03-15 10:14:58,facebook,fb_camp_0003,desktop,A,South,1,30.7,35.0,4,5,1.53,0,0,0,
s_397757,2026-02-22 03:48:47,google,g_camp_0012,mobile,B,Northeast,0,8.7,19.6,0,2,3.79,0,0,0,
s_948344,2026-02-07 03:52:45,facebook,fb_camp_0001,desktop,B,Northeast,1,7.3,45.2,4,6,1.41,1,3,0,
s_263654,2026-02-07 16:31:57,google,g_camp_0011,mobile,A,Midwest,0,11.5,29.2,2,1,3.91,0,0,0,
s_185272,2026-03-16 01:56:13,google,g_camp_0013,desktop,A,West,0,100.0,54.4,6,5,7.28,0,0,0,
s_020101,2026-03-22 08:20:10,facebook,fb_camp_0002,mobile,A,South,0,143.8,28.3,3,3,11.25,0,0,0,
s_306114,2026-03-08 15:34:29,facebook,fb_camp_0003,desktop,A,West,0,11.9,0.9,3,4,2.03,0,0,0,
s_133286,2026-03-09 04:20:14,google,g_camp_0011,mobile,B,South,0,69.8,47.9,3,2,5.39,0,0,0,
s_330026,2026-02-19 09:14:31,google,g_camp_0012,mobile,A,Northeast,0,30.5,23.5,7,4,8.66,1,5,0,
s_037883,2026-02-19 09:06:53,google,g_camp_0012,mobile,B,West,0,11.2,40.0,3,2,5.92,0,0,0,
s_816411,2026-03-11 06:47:49,facebook,fb_camp_0003,tablet,B,South,0,23.5,6.4,2,1,6.17,0,0,0,
s_954259,2026-03-27 05:25:45,google,g_camp_0012,mobile,A,South,0,89.7,21.1,0,2,3.27,0,0,0,
s_453960,2026-02-28 05:10:58,facebook,fb_camp_0003,mobile,B,South,0,9.4,39.4,3,0,10.42,1,3,0,
s_382536,2026-03-06 03:04:07,facebook,fb_camp_0001,desktop,A,Northeast,0,17.1,27.3,0,1,7.88,0,0,0,
s_528986,2026-02-20 18:06:21,google,g_camp_0011,mobile,B,Midwest,1,53.0,69.4,4,3,3.68,1,3,0,
s_277397,2026-03-13 08:14:07,google,g_camp_0013,desktop,A,West,0,51.4,44.7,6,6,1.83,1,2,0,
s_777013,2026-02-19 13:14:39,google,g_camp_0013,mobile,B,Midwest,1,9.0,44.2,7,3,6.56,0,0,0,
s_063064,2026-02-16 01:43:14,facebook,fb_camp_0002,tablet,A,South,0,14.0,20.9,4,1,2.02,0,0,0,
s_389483,2026-03-10 09:38:12,facebook,fb_camp_0001,mobile,B,West,0,12.0,9.8,1,2,13.98,0,0,0,
s_153739,2026-02-25 11:10:58,facebook,fb_camp_0002,mobile,B,Midwest,1,45.6,21.6,5,5,1.91,0,0,0,
s_196557,2026-03-28 10:15:58,google,g_camp_0013,desktop,A,Northeast,0,115.6,100.0,10,8,2.69,1,5,1,1.0
s_101478,2026-03-26 09:25:59,google,g_camp_0013,mobile,B,South,0,58.2,75.0,7,3,2.9,1,3,0,
s_018164,2026-03-04 15:21:21,facebook,fb_camp_0002,mobile,A,South,0,7.0,17.0,0,4,2.11,0,0,0,
s_110548,2026-03-28 16:02:42,google,g_camp_0012,mobile,B,South,0,153.1,63.1,6,4,4.99,1,2,0,
s_418665,2026-03-16 03:18:07,google,g_camp_0011,tablet,A,Northeast,0,110.0,67.3,5,4,5.56,0,0,0,
s_534133,2026-02-24 05:17:41,facebook,fb_camp_0002,tablet,A,Northeast,0,16.4,18.6,1,2,3.63,0,0,0,
s_227625,2026-03-16 05:25:00,google,g_camp_0011,desktop,B,South,0,53.7,62.0,10,6,4.79,1,8,1,1.0
s_746823,2026-02-27 04:13:30,facebook,fb_camp_0001,mobile,A,South,0,15.2,31.7,6,2,7.83,0,0,0,
s_378887,2026-02-05 12:47:29,google,g_camp_0012,desktop,B,Northeast,1,34.6,26.6,4,1,4.01,0,0,0,
s_151490,2026-03-28 16:03:24,google,g_camp_0011,tablet,B,West,0,6.1,32.7,0,1,16.73,0,0,0,
s_222047,2026-03-21 17:41:58,google,g_camp_0011,mobile,B,South,1,154.8,64.9,6,5,3.9,0,0,0,
s_699124,2026-03-14 13:59:44,facebook,fb_camp_0002,mobile,A,South,0,16.1,35.3,3,4,10.73,0,0,0,
s_829613,2026-02-11 16:52:49,facebook,fb_camp_0002,mobile,A,Northeast,0,8.9,30.5,1,2,4.32,0,0,0,
s_323472,2026-02-21 20:37:51,facebook,fb_camp_0002,mobile,B,Northeast,1,11.9,0.0,1,1,13.09,0,0,0,
s_996916,2026-03-15 20:29:06,google,g_camp_0011,desktop,B,West,0,63.0,58.0,8,7,,0,0,0,
s_220394,2026-03-28 18:45:11,facebook,fb_camp_0001,desktop,A,West,0,80.9,51.0,5,4,12.25,0,0,0,
s_484109,2026-03-19 21:25:09,google,g_camp_0011,mobile,B,South,0,22.5,12.0,2,2,2.8,0,0,0,
s_841821,2026-03-27 20:15:03,google,g_camp_0012,desktop,B,Northeast,0,308.9,100.0,10,6,2.89,1,12,1,0.0
s_276674,2026-02-14 14:09:34,google,g_camp_0013,mobile,B,Midwest,0,26.2,24.1,2,1,5.36,0,0,0,
s_582073,2026-03-24 12:20:30,google,g_camp_0013,mobile,B,West,1,31.4,25.6,5,2,14.24,0,0,0,
s_244779,2026-03-19 01:59:29,google,g_camp_0012,mobile,A,West,0,58.7,76.8,10,6,1.61,0,0,0,
s_839869,2026-03-02 00:30:07,google,g_camp_0012,mobile,A,Midwest,0,62.3,66.9,2,3,3.9,0,0,0,
s_408163,2026-02-19 13:54:08,google,g_camp_0011,mobile,A,South,0,125.0,74.3,4,3,1.87,0,0,0,
s_404333,2026-03-22 21:49:10,facebook,fb_camp_0002,mobile,B,Midwest,1,7.9,0.0,1,0,5.25,0,0,0,
s_469476,2026-02-27 14:44:23,google,g_camp_0011,mobile,B,West,0,24.4,20.9,3,4,6.05,0,0,0,
s_554504,2026-02-21 12:56:31,facebook,fb_camp_0003,desktop,A,Northeast,0,41.4,66.0,3,0,2.62,0,0,0,
s_137111,2026-03-09 22:03:44,google,g_camp_0013,desktop,A,West,0,22.8,22.5,2,6,4.04,0,0,0,
s_014752,2026-02-15 05:58:56,google,g_camp_0013,desktop,B,Midwest,0,136.3,67.3,9,4,1.69,1,4,0,
s_047961,2026-03-19 12:58:07,facebook,fb_camp_0001,desktop,B,Northeast,0,230.6,59.2,3,6,7.48,1,2,0,
s_931027,2026-03-20 10:11:52,google,g_camp_0012,mobile,B,Northeast,0,19.0,74.5,6,4,5.2,0,0,0,
s_772644,2026-03-15 11:03:08,facebook,fb_camp_0003,mobile,B,South,0,17.9,43.4,3,3,6.14,1,2,0,
s_346819,2026-02-23 03:36:53,facebook,fb_camp_0002,mobile,A,Midwest,1,40.9,0.0,3,2,2.67,0,0,0,
s_762642,2026-03-27 00:47:25,google,g_camp_0012,desktop,A,Northeast,0,87.8,73.9,7,3,1.41,0,0,0,
s_173980,2026-02-10 03:38:25,facebook,fb_camp_0001,desktop,B,South,0,44.1,0.0,1,0,5.48,0,0,0,
s_052619,2026-02-23 22:50:47,facebook,fb_camp_0003,mobile,B,South,0,28.6,75.5,5,4,3.57,0,0,0,
s_421985,2026-03-25 12:49:07,google,g_camp_0012,mobile,B,West,0,16.1,44.2,3,1,2.76,0,0,0,
s_894371,2026-02-02 21:02:32,google,g_camp_0012,desktop,A,West,0,201.6,90.9,10,7,1.62,1,8,1,0.0
s_202886,2026-03-07 16:11:39,facebook,fb_camp_0007,mobile,A,South,0,3.1,5.7,54,1,1.01,0,0,0,
s_877957,2026-02-12 11:13:57,facebook,fb_camp_0001,mobile,B,Northeast,0,17.1,23.1,3,2,6.98,0,0,0,
s_848863,2026-03-24 06:45:30,facebook,fb_camp_0001,mobile,B,South,0,14.3,0.4,3,1,5.18,0,0,0,
s_597456,2026-03-08 17:12:35,google,g_camp_0013,tablet,A,Midwest,0,89.4,10.2,3,3,5.41,0,0,0,
s_118251,2026-02-08 02:07:43,facebook,fb_camp_0003,desktop,A,West,0,17.3,49.7,2,2,4.15,0,0,0,
s_288173,2026-02-22 07:37:44,facebook,fb_camp_0002,desktop,B,Northeast,0,19.2,15.8,2,2,4.43,0,0,0,
s_011036,2026-03-09 17:48:03,google,g_camp_0011,mobile,A,South,1,168.7,50.1,4,6,2.85,1,5,0,
s_885947,2026-02-18 17:34:56,google,g_camp_0011,desktop,B,Northeast,0,26.1,48.0,2,4,3.73,0,0,0,
s_349408,2026-02-21 20:17:40,facebook,fb_camp_0002,mobile,B,Midwest,0,21.5,0.0,0,2,8.37,0,0,0,
s_784156,2026-02-25 07:45:00,facebook,fb_camp_0007,mobile,B,Midwest,0,1.5,4.1,51,1,0.61,0,0,0,
s_179031,2026-02-27 14:54:01,google,g_camp_0011,desktop,A,South,0,50.5,29.6,2,3,1.61,0,0,0,
s_677951,2026-03-22 23:47:55,facebook,fb_camp_0001,mobile,B,South,0,8.7,25.0,3,1,8.6,0,0,0,
s_667423,2026-03-01 05:05:17,google,g_camp_0012,mobile,A,South,0,107.5,38.3,3,6,1.25,0,0,0,
s_038504,2026-03-14 13:04:40,google,g_camp_0011,desktop,A,Midwest,0,74.5,59.6,5,6,6.26,1,5,0,
s_714911,2026-02-02 10:40:24,google,g_camp_0011,mobile,B,South,0,13.6,31.8,2,2,,0,0,0,
s_382643,2026-02-17 11:21:16,facebook,fb_camp_0003,mobile,A,South,0,10.8,20.5,4,3,,0,0,0,
s_006646,2026-03-15 06:09:46,facebook,fb_camp_0001,mobile,A,West,1,7.3,0.0,1,0,17.47,0,0,0,
s_971167,2026-03-10 07:39:59,google,g_camp_0011,mobile,B,West,0,14.7,,4,6,2.53,0,0,0,
s_395544,2026-03-10 22:44:45,facebook,fb_camp_0001,mobile,A,West,0,58.1,28.1,4,4,2.57,0,0,0,
s_543173,2026-03-20 04:49:30,facebook,fb_camp_0003,mobile,B,Midwest,1,41.7,63.8,1,3,2.82,0,0,0,
s_709250,2026-02-22 04:33:07,google,g_camp_0013,mobile,B,South,0,5.2,0.0,0,1,3.57,0,0,0,
s_094122,2026-03-12 01:13:39,facebook,fb_camp_0001,mobile,B,Midwest,0,31.7,27.5,2,2,3.83,0,0,0,
s_229023,2026-03-03 03:31:49,facebook,fb_camp_0001,mobile,A,South,0,61.1,29.8,2,1,3.2,0,0,0,
s_154957,2026-02-05 01:10:32,facebook,fb_camp_0002,mobile,B,South,0,9.6,6.8,3,0,11.76,0,0,0,
s_456323,2026-03-15 18:18:53,facebook,fb_camp_0003,mobile,A,West,0,37.3,24.3,1,3,6.23,0,0,0,
s_955760,2026-02-02 21:12:39,google,g_camp_0013,mobile,A,Northeast,0,21.9,32.0,2,5,4.76,0,0,0,
s_254907,2026-03-27 08:28:25,google,g_camp_0013,mobile,A,West,0,29.3,46.1,5,6,6.72,0,0,0,
s_423916,2026-03-21 00:42:08,google,g_camp_0013,mobile,A,Northeast,0,79.0,45.9,6,6,1.33,1,6,1,0.0
s_173681,2026-03-21 01:03:31,google,g_camp_0011,desktop,A,Northeast,0,54.4,70.5,6,5,6.88,1,3,0,
s_795984,2026-03-12 14:42:07,facebook,fb_camp_0002,desktop,B,West,0,178.1,74.0,7,5,5.94,0,0,0,
s_023481,2026-02-24 22:13:24,facebook,fb_camp_0001,tablet,A,West,0,30.1,29.1,4,4,6.25,0,0,0,
s_254866,2026-02-03 14:44:15,google,g_camp_0011,mobile,B,Northeast,0,31.3,62.9,2,1,5.06,0,0,0,
s_233385,2026-03-01 21:01:50,google,g_camp_0013,mobile,A,South,0,80.4,46.7,4,6,2.25,0,0,0,
s_167191,2026-02-24 00:55:07,facebook,fb_camp_0003,mobile,B,South,0,55.9,28.2,2,0,7.84,0,0,0,
s_721566,2026-02-09 01:10:45,google,g_camp_0013,desktop,A,West,0,44.4,,10,4,4.16,1,5,0,
s_290198,2026-02-26 00:26:57,google,g_camp_0011,mobile,B,West,0,13.1,12.5,2,1,6.13,0,0,0,
s_508539,2026-02-27 17:55:55,facebook,fb_camp_0001,desktop,A,West,1,83.3,79.8,7,5,1.72,1,5,1,1.0
s_134045,2026-03-20 21:33:21,google,g_camp_0011,desktop,A,South,0,28.2,78.8,3,2,2.26,0,0,0,
s_448224,2026-02-20 06:15:15,facebook,fb_camp_0002,mobile,A,Midwest,0,36.6,55.3,1,3,16.64,0,0,0,
s_261198,2026-02-10 11:58:04,facebook,fb_camp_0002,mobile,B,Northeast,0,25.0,36.8,2,5,7.16,0,0,0,
s_462695,2026-02-24 22:16:36,facebook,fb_camp_0001,desktop,A,Northeast,0,10.0,74.6,3,4,3.59,0,0,0,
s_694719,2026-03-14 12:41:15,facebook,fb_camp_0001,mobile,B,Northeast,0,4.3,41.7,1,0,4.39,0,0,0,
s_232582,2026-03-20 06:23:04,facebook,fb_camp_0002,mobile,B,West,0,11.3,22.5,1,4,8.21,0,0,0,
s_397350,2026-03-16 22:01:43,google,g_camp_0012,mobile,A,Northeast,0,20.3,18.1,5,4,2.03,0,0,0,
s_535346,2026-02-04 14:52:24,facebook,fb_camp_0002,mobile,B,South,1,25.0,47.8,1,1,3.62,0,0,0,
s_735749,2026-03-05 05:05:34,google,g_camp_0011,tablet,A,South,1,35.5,39.5,5,4,2.3,0,0,0,
s_763700,2026-03-11 17:15:55,facebook,fb_camp_0002,mobile,B,West,0,11.9,0.0,1,4,7.84,0,0,0,
s_999907,2026-03-17 22:02:28,facebook,fb_camp_0003,mobile,B,South,0,77.2,16.7,1,4,4.34,0,0,0,
s_037123,2026-02-04 04:55:16,facebook,fb_camp_0002,mobile,B,Midwest,0,56.8,18.6,2,2,2.33,0,0,0,
s_720705,2026-03-09 16:56:51,facebook,fb_camp_0003,desktop,A,West,0,81.0,69.7,8,5,3.14,1,9,1,1.0
s_649006,2026-03-14 04:53:34,facebook,fb_camp_0002,mobile,B,West,0,45.8,44.8,4,5,,0,0,0,
s_023172,2026-02-14 10:37:20,facebook,fb_camp_0001,mobile,B,Northeast,0,20.3,44.7,4,1,2.61,0,0,0,
s_675507,2026-02-05 23:42:03,google,g_camp_0012,mobile,B,South,0,97.1,69.0,6,6,2.32,1,3,0,
s_295235,2026-02-03 03:36:24,facebook,fb_camp_0003,mobile,B,South,0,11.0,25.9,0,0,4.99,1,3,0,
s_716083,2026-02-26 14:58:12,facebook,fb_camp_0002,mobile,B,South,1,54.3,69.0,2,2,3.27,1,6,1,0.0
s_385397,2026-03-21 06:15:02,google,g_camp_0011,mobile,B,Northeast,0,22.1,,4,3,8.08,0,0,0,
s_429869,2026-03-17 02:14:20,google,g_camp_0012,mobile,B,West,0,98.9,95.6,5,5,1.48,0,0,0,
s_772378,2026-02-22 11:50:36,google,g_camp_0012,mobile,A,Midwest,0,22.3,21.4,1,4,3.72,1,3,0,
s_532303,2026-03-22 19:50:03,google,g_camp_0011,mobile,A,West,1,107.5,63.4,7,4,5.73,0,0,0,
s_715074,2026-03-04 11:33:48,facebook,fb_camp_0002,tablet,B,West,1,13.5,39.6,0,3,8.11,0,0,0,
s_220120,2026-03-02 13:14:37,facebook,fb_camp_0007,mobile,B,South,0,7.5,5.5,22,0,1.56,0,0,0,
s_350826,2026-02-18 12:21:26,facebook,fb_camp_0001,mobile,A,West,0,12.5,24.5,2,0,5.3,0,0,0,
s_735219,2026-02-24 13:09:44,facebook,fb_camp_0001,mobile,B,Midwest,0,6.6,0.0,3,2,4.97,0,0,0,
s_795467,2026-03-13 12:06:01,facebook,fb_camp_0002,mobile,B,South,0,22.4,34.5,2,3,6.86,0,0,0,
s_651428,2026-02-17 12:48:32,google,g_camp_0012,mobile,B,South,0,71.5,46.7,3,4,2.31,0,0,0,
s_762375,2026-02-20 18:09:08,google,g_camp_0012,mobile,B,South,0,96.1,87.7,5,6,3.29,0,0,0,
s_443973,2026-02-10 19:11:04,google,g_camp_0013,desktop,A,West,0,84.5,89.0,10,9,2.67,0,0,0,
s_169680,2026-03-27 00:42:22,google,g_camp_0011,mobile,A,South,1,34.9,77.2,10,7,2.76,1,3,0,
s_216505,2026-02-07 22:49:37,facebook,fb_camp_0003,mobile,B,Northeast,0,12.4,33.4,0,0,17.22,0,0,0,
s_544744,2026-03-26 07:41:55,facebook,fb_camp_0003,desktop,A,West,0,11.4,0.0,1,2,4.27,0,0,0,
s_041673,2026-03-07 05:04:43,google,g_camp_0012,desktop,A,Northeast,0,326.7,45.7,7,3,4.11,1,2,0,
s_224333,2026-03-15 18:17:55,facebook,fb_camp_0001,mobile,B,South,1,8.1,0.0,2,1,5.19,0,0,0,
s_695851,2026-02-12 18:26:54,facebook,fb_camp_0001,mobile,B,West,0,31.9,46.6,4,2,5.33,0,0,0,
s_755941,2026-02-10 09:35:07,google,g_camp_0013,mobile,A,Midwest,0,27.3,66.9,2,4,3.84,1,5,0,
s_307310,2026-02-07 15:34:50,facebook,fb_camp_0001,mobile,B,Northeast,0,13.8,15.3,2,1,8.06,0,0,0,
s_118627,2026-03-16 03:34:27,facebook,fb_camp_0002,mobile,B,Midwest,1,27.6,0.0,0,0,,0,0,0,
s_760256,2026-03-25 13:06:51,facebook,fb_camp_0002,mobile,B,Northeast,0,23.3,34.2,2,2,5.22,0,0,0,
s_862390,2026-03-11 13:26:44,google,g_camp_0011,mobile,B,South,1,18.5,59.2,2,3,4.45,0,0,0,
s_542541,2026-03-13 01:18:01,google,g_camp_0013,desktop,B,West,0,148.3,100.0,10,9,0.69,1,9,1,0.0
s_485470,2026-03-10 23:28:54,facebook,fb_camp_0003,mobile,B,West,0,28.9,32.2,1,4,2.42,0,0,0,
s_228519,2026-03-05 22:47:38,facebook,fb_camp_0002,desktop,B,Midwest,1,38.7,45.9,0,0,9.66,0,0,0,
s_843745,2026-03-24 21:05:16,facebook,fb_camp_0002,desktop,A,Midwest,0,43.3,28.7,7,3,4.27,0,0,0,
s_924703,2026-02-07 13:23:40,google,g_camp_0013,mobile,B,South,1,15.9,39.0,4,3,4.99,0,0,0,
s_128279,2026-03-22 12:24:46,facebook,fb_camp_0007,tablet,A,West,0,1.2,5.5,72,0,0.21,0,0,0,
s_781658,2026-02-05 15:21:18,google,g_camp_0013,desktop,A,Midwest,0,28.2,25.4,4,6,5.47,0,0,0,
s_081543,2026-02-10 02:28:05,facebook,fb_camp_0001,mobile,B,West,0,5.6,17.5,0,2,15.48,0,0,0,
s_706523,2026-03-22 17:52:19,google,g_camp_0013,mobile,A,South,0,42.9,34.0,4,3,10.25,0,0,0,
s_849218,2026-02-15 13:55:11,google,g_camp_0013,tablet,A,West,0,43.1,56.4,10,4,4.07,0,0,0,
s_645479,2026-02-24 16:42:38,facebook,fb_camp_0003,desktop,A,Midwest,0,37.8,45.0,2,3,4.39,1,1,0,
s_454122,2026-02-26 02:09:31,facebook,fb_camp_0003,mobile,B,Midwest,0,38.6,34.2,9,4,6.53,0,0,0,
s_701995,2026-03-01 15:53:41,facebook,fb_camp_0003,desktop,A,South,1,52.6,51.2,5,2,2.91,0,0,0,
s_967468,2026-02-12 11:29:08,facebook,fb_camp_0001,mobile,A,South,0,48.1,5.5,1,2,7.78,0,0,0,
s_970207,2026-02-27 20:20:35,facebook,fb_camp_0003,mobile,B,South,0,40.9,24.6,3,1,3.99,0,0,0,
s_610993,2026-03-27 11:46:32,google,g_camp_0011,mobile,A,Northeast,0,159.6,63.3,10,6,4.39,1,9,1,0.0
s_730685,2026-02-27 22:59:35,facebook,fb_camp_0003,desktop,B,Northeast,0,25.4,,3,2,2.44,0,0,0,
s_951797,2026-03-18 12:41:42,facebook,fb_camp_0003,desktop,A,West,0,12.2,0.0,0,0,12.83,0,0,0,
s_976145,2026-03-03 18:46:41,facebook,fb_camp_0001,mobile,B,South,0,26.2,,1,3,4.58,0,0,0,
s_679151,2026-02-10 15:36:29,google,g_camp_0011,mobile,B,West,0,47.9,73.8,6,6,3.8,0,0,0,
s_453447,2026-03-27 13:43:58,facebook,fb_camp_0001,desktop,B,South,1,16.6,69.9,2,2,1.39,0,0,0,
s_336122,2026-03-02 03:08:51,facebook,fb_camp_0002,desktop,A,Northeast,0,27.7,34.3,1,5,3.52,0,0,0,
s_405160,2026-02-19 08:23:29,facebook,fb_camp_0001,mobile,B,Northeast,0,38.0,1.2,0,0,13.98,0,0,0,
s_795430,2026-02-03 14:07:57,google,g_camp_0012,mobile,A,South,0,46.1,55.0,6,6,3.78,1,3,0,
s_055253,2026-03-06 00:21:33,facebook,fb_camp_0003,mobile,A,Northeast,0,9.7,0.0,0,0,11.57,0,0,0,
s_538716,2026-02-05 10:08:00,facebook,fb_camp_0003,mobile,B,West,0,27.9,65.4,6,3,8.46,0,0,0,
s_195359,2026-03-01 22:49:11,google,g_camp_0012,mobile,A,Northeast,1,42.1,24.1,3,4,2.71,0,0,0,
s_189471,2026-02-15 22:52:42,google,g_camp_0011,mobile,B,South,0,72.5,70.7,3,3,3.04,0,0,0,
s_412547,2026-03-21 17:15:55,facebook,fb_camp_0002,desktop,A,Midwest,0,35.6,21.7,2,5,2.69,1,2,0,
s_433539,2026-02-18 02:00:15,facebook,fb_camp_0002,desktop,A,South,1,37.5,30.4,3,2,5.96,0,0,0,
s_325237,2026-02-06 12:17:00,facebook,fb_camp_0003,mobile,B,South,0,3.1,0.0,0,0,4.96,0,0,0,
s_465369,2026-02-22 09:55:17,facebook,fb_camp_0002,mobile,B,South,0,7.3,33.4,3,1,10.22,0,0,0,
s_184210,2026-03-02 20:00:52,google,g_camp_0013,tablet,A,Northeast,0,93.7,18.5,3,5,6.88,0,0,0,
s_008565,2026-03-21 13:46:00,google,g_camp_0011,desktop,A,West,0,51.7,37.9,0,5,4.8,0,0,0,
s_490588,2026-03-18 09:58:44,facebook,fb_camp_0001,desktop,A,West,0,12.2,43.4,1,3,8.19,0,0,0,
s_415958,2026-03-08 21:22:23,facebook,fb_camp_0003,mobile,B,Midwest,0,12.1,17.8,2,0,5.84,0,0,0,
s_414065,2026-02-12 09:18:51,facebook,fb_camp_0002,mobile,B,West,0,9.0,54.0,4,1,17.87,0,0,0,
s_033230,2026-02-16 15:56:15,facebook,fb_camp_0002,mobile,B,Midwest,0,29.3,3.8,1,3,7.23,0,0,0,
s_578083,2026-02-21 19:09:34,facebook,fb_camp_0002,mobile,B,South,0,21.3,23.4,1,2,10.87,0,0,0,
s_319185,2026-02-03 05:54:46,facebook,fb_camp_0001,mobile,A,South,0,5.8,0.0,0,1,25.27,0,0,0,
s_692402,2026-03-19 10:22:28,facebook,fb_camp_0003,mobile,B,Midwest,0,11.8,10.8,1,0,12.0,0,0,0,
s_592293,2026-02-26 09:10:13,facebook,fb_camp_0001,mobile,A,Midwest,0,10.0,12.9,2,0,,0,0,0,
s_962534,2026-03-06 07:49:31,facebook,fb_camp_0002,desktop,B,South,0,12.8,11.1,5,2,4.05,0,0,0,
s_667088,2026-03-19 10:36:22,facebook,fb_camp_0002,desktop,B,West,0,12.1,79.1,7,5,4.7,0,0,0,
s_388918,2026-03-11 10:04:34,google,g_camp_0012,desktop,B,South,0,77.4,78.6,10,5,1.8,0,0,0,
s_270273,2026-02-26 01:45:48,facebook,fb_camp_0003,desktop,B,South,1,35.7,54.0,3,3,9.77,0,0,0,
s_818776,2026-02-12 21:49:14,facebook,fb_camp_0003,desktop,B,Midwest,0,21.8,34.3,4,1,12.42,0,0,0,
s_805867,2026-03-02 13:41:09,google,g_camp_0013,tablet,A,Midwest,0,32.7,58.9,1,2,2.84,1,3,0,
s_086301,2026-03-03 12:23:05,facebook,fb_camp_0002,desktop,B,Northeast,0,18.6,51.8,6,4,3.3,0,0,0,
s_662843,2026-03-28 13:30:39,google,g_camp_0012,tablet,A,Midwest,0,83.0,40.1,2,3,2.28,0,0,0,
s_010098,2026-03-14 01:54:59,google,g_camp_0011,mobile,B,South,0,36.9,61.4,1,2,1.1,0,0,0,
s_753519,2026-02-20 11:30:48,facebook,fb_camp_0001,tablet,A,South,0,17.4,4.3,6,1,5.94,0,0,0,
s_526359,2026-03-24 02:03:21,facebook,fb_camp_0003,mobile,B,South,1,84.5,39.9,2,6,2.33,0,0,0,
s_826904,2026-02-04 22:06:36,facebook,fb_camp_0001,desktop,A,Midwest,0,24.8,17.9,3,1,6.71,0,0,0,
s_528567,2026-02-20 17:38:02,facebook,fb_camp_0003,mobile,A,West,0,7.8,0.0,0,0,4.46,0,0,0,
s_859875,2026-03-24 19:49:57,facebook,fb_camp_0001,desktop,A,Midwest,0,32.6,49.7,4,4,5.73,0,0,0,
s_711987,2026-02-10 01:12:29,facebook,fb_camp_0003,desktop,A,South,0,7.6,48.5,2,2,7.5,0,0,0,
s_340574,2026-02-13 13:26:36,google,g_camp_0013,mobile,A,South,1,80.8,18.4,6,6,1.43,1,4,0,
s_086597,2026-02-02 17:05:48,facebook,fb_camp_0003,desktop,A,Northeast,0,8.6,41.2,5,1,4.05,0,0,0,
s_322263,2026-02-05 02:52:10,facebook,fb_camp_0002,mobile,B,Midwest,1,14.2,0.0,1,3,9.69,0,0,0,
s_179083,2026-03-08 16:32:23,facebook,fb_camp_0001,desktop,A,South,0,21.1,5.3,5,1,4.89,0,0,0,
s_125829,2026-03-25 05:43:37,facebook,fb_camp_0007,mobile,B,South,0,8.1,4.5,30,1,0.89,0,0,0,
s_820392,2026-02-09 13:06:11,facebook,fb_camp_0003,mobile,B,South,0,37.8,11.9,1,2,4.44,0,0,0,
s_505598,2026-02-17 13:39:30,facebook,fb_camp_0003,mobile,B,South,0,8.6,33.9,5,4,3.49,0,0,0,
s_762680,2026-03-25 17:26:13,google,g_camp_0012,mobile,B,South,1,11.0,55.4,5,4,1.75,1,3,0,
s_338087,2026-02-07 05:04:16,google,g_camp_0012,mobile,B,Northeast,0,67.7,50.5,3,6,2.31,0,0,0,
s_513671,2026-02-27 23:37:40,facebook,fb_camp_0002,desktop,A,Midwest,1,25.0,2.5,6,1,3.87,0,0,0,
s_508277,2026-02-11 05:24:07,google,g_camp_0013,tablet,A,South,0,23.5,61.4,0,1,4.53,0,0,0,
s_425593,2026-02-25 10:18:39,facebook,fb_camp_0002,mobile,A,West,0,17.3,38.4,0,1,5.42,0,0,0,
s_458818,2026-02-12 01:35:30,facebook,fb_camp_0002,mobile,B,South,0,8.2,54.2,3,1,18.45,0,0,0,
s_914257,2026-03-10 08:18:42,facebook,fb_camp_0003,mobile,B,South,0,12.1,60.3,6,2,5.96,0,0,0,
